x,y
3.600039655506797498e+00,2.061863239715822971e+01
3.248205389457939685e+00,2.047158474502478498e+01
2.368205320356370880e+00,1.713947212501664907e+01
4.823845207936694024e+00,2.897958591471078549e+01
3.285787004554982627e+00,2.023432864123739705e+01
2.879365887451172057e+00,2.026766732591347875e+01
4.332871020062880163e+00,2.491355348971040584e+01
3.916044531552328678e+00,2.457427867963360768e+01
5.036824382188443749e+00,3.050070589794385967e+01
1.925058935020085071e+00,1.767531551415374125e+01
2.885819651257913954e+00,2.162051987288644028e+01
3.288970794078910131e+00,2.100805826856940328e+01
1.855245356280147417e+00,1.740237334347287046e+01
3.402677930422185693e+00,2.208904200300649023e+01
4.386329602303754349e+00,2.580719970998288204e+01
6.174419317829107356e-01,2.333655148286366909e+01
1.262559794283428349e+00,1.841727370730925628e+01
1.900473480786515568e+00,1.722079896594022941e+01
2.630324276826128127e+00,1.883603260614363606e+01
2.633788531487998075e+00,1.836967177443851895e+01
4.414948211602892414e+00,2.508026655083669709e+01
3.213601793487380398e+00,2.249963090567848667e+01
2.282020029319328014e+00,1.868268706627470976e+01
2.598964549569233284e+00,1.891037900986524534e+01
4.968435608801840431e+00,2.902512180446825596e+01
3.548889351728813146e+00,2.154870046356155200e+01
5.385624877523513376e+00,3.022549304249342583e+01
3.088278858302432095e+00,2.119344438619297222e+01
3.500684463623080056e+00,2.342565742440429943e+01
2.867420190615793896e+00,1.993743754604357221e+01
4.781396341715295151e+00,2.698779860469528558e+01
5.275100065468339317e+00,2.969384886468016660e+01
3.728701407568034476e+00,2.323819845409933293e+01
3.463902452352122019e+00,2.283918885464951387e+01
1.104468333513505263e+00,1.603566104706883166e+01
3.698552725670166463e+00,2.307130872652003362e+01
2.795676013719475161e+00,1.919287305968629198e+01
3.940759856318965859e+00,2.474418952716731468e+01
2.315020340197447624e+00,1.775199561571935192e+01
2.296985709691276689e+00,1.780376178321284542e+01
3.199439729578917646e+00,2.169855963550548594e+01
3.285973790283889251e+00,2.032372263580801430e+01
3.564508587717482690e+00,2.393647333100710384e+01
2.655007078054656411e+00,1.941193656948127000e+01
3.343057281845628115e+00,2.261651220923853245e+01
2.599007581059778360e+00,1.684830532548224014e+01
4.247515607829235762e+00,2.443454550948009896e+01
1.809448468418447531e+00,1.532103410504699248e+01
3.763254692321578165e+00,2.214112771924271783e+01
2.204989583435867040e+00,1.766398740483021257e+01
4.236266526306428304e+00,2.434439278024205322e+01
2.261442638079019130e+00,1.794699602031479202e+01
1.567467153850818695e+00,1.534925966622848748e+01
2.530844134149129232e+00,2.046447573736460868e+01
3.727929107083476801e+00,2.326603521493195714e+01
4.693452252468588881e+00,2.733107160204300001e+01
2.258064631765098529e+00,1.852742577324623952e+01
4.600377732907708683e+00,2.808561857363256564e+01
1.727558788030842063e+00,1.661231116562067101e+01
3.960365342933254595e+00,2.424843268217735570e+01
3.459849816815703250e+00,2.257423168985658180e+01
2.286146430348590997e+00,1.884573019736158273e+01
2.740830333137293628e+00,1.897915747181880519e+01
3.374882168967097140e+00,2.237902620120473784e+01
2.619633963326134740e+00,1.875785027442241670e+01
2.479526153725575277e+00,1.727737886048156568e+01
2.475216060608221191e+00,1.851436062033079466e+01
2.029083635088837045e+00,1.499889558214709595e+01
1.970964011387515535e+00,1.697727627897857872e+01
3.426772279302829016e+00,2.221399324584091062e+01
1.972010225976880582e+00,1.720180163422673658e+01
2.759129676580029944e+00,1.939260004570916962e+01
2.682127574006286430e+00,2.057302584916316945e+01
2.588965860669762531e+00,1.748391348796219091e+01
2.720522238660721737e+00,1.874713501395905979e+01
3.758027794236478147e+00,2.400814760817203464e+01
3.218891329444031779e+00,2.032967522461050436e+01
2.714235893345477990e+00,2.008041786936912132e+01
4.185467281692127450e+00,2.579014975874184756e+01
1.810363376252587697e+00,1.730516453665044097e+01
2.820728290799997762e+00,1.905895477012523997e+01
4.119814418093445951e+00,2.803723374100571064e+01
2.446085126257075082e+00,1.826274580605053188e+01
3.072106124383286563e+00,1.977053383094105499e+01
2.281566308960628398e+00,1.938594192567839869e+01
4.020179888707792415e+00,2.587953426104252230e+01
2.690443113582435153e+00,1.865339267046191196e+01
4.034610397876146060e+00,2.272486821248123334e+01
4.123202618197252534e+00,2.495855130403789346e+01
3.330158093337759695e+00,2.062077231605174177e+01
2.966696127926554016e+00,1.969000382252620795e+01
5.143609379868180120e+00,3.191984007370501431e+01
3.508978093628773109e+00,2.130215492223650742e+01
3.720228284828609233e+00,2.076910176561040444e+01
5.515648253246501653e+00,3.140689514478211919e+01
4.320668156441580088e+00,2.517938482986836135e+01
4.215054446986831849e+00,2.617529871158682653e+01
2.885669885580956606e+00,2.022155895694331207e+01
3.291049893213853217e+00,2.217015317168391775e+01
2.499826879228502108e+00,2.028889968296598312e+01
3.630707843345925667e+00,2.457687284486230084e+01
3.239093175947293624e+00,1.992105403878288428e+01
1.189223192166392939e+00,1.870918089870577461e+01
2.350886285985519297e+00,1.620304064085495455e+01
1.676499863651224054e+00,1.899266484329420734e+01
2.172229672756010199e+00,1.732222844583706234e+01
2.823049024329558954e+00,1.942567534628476622e+01
5.080801011011616630e+00,3.058847879207279874e+01
4.660346373761398375e+00,2.698034380776311281e+01
2.662116759207494354e+00,1.908453561340971660e+01
2.340451099699058179e+00,1.798817786774457872e+01
1.996199384339574667e+00,1.749546432177259803e+01
9.633956307410729281e-01,1.707875025013935755e+01
2.477199811301916466e+00,1.845190047169029768e+01
2.220602476391347224e+00,1.829252290665868941e+01
2.335479836369070306e+00,1.834166207349578315e+01
2.610881198407748016e+00,1.902311684894407762e+01
3.309219892570616217e+00,2.100567033479424595e+01
4.676239317766489378e+00,2.730807079830272244e+01
5.551688147361379500e+00,3.009788004097349301e+01
4.822765129696708009e+00,2.880562520888576472e+01
2.906640263163221327e+00,2.068790092040737960e+01
2.945347697431011547e+00,1.953227736761493816e+01
4.062907712071798905e+00,2.351008393091987259e+01
2.819865922112342549e+00,2.095761304789440516e+01
