x,y
3.550243325964425267e+00,7.574880558133804698e+01
3.053294351189898670e+00,6.775134471694266836e+01
2.439245179459882173e+00,5.616162930165756961e+01
2.769159754126153228e+00,6.255993413770155342e+01
3.883282166483748910e+00,8.141405563564721604e+01
3.693306346628137948e+00,7.913711418034036171e+01
2.471320751802059679e+00,5.781002711276425998e+01
8.888008526209065785e-01,2.812719601925539337e+01
4.047259528138872575e+00,8.401663346535103472e+01
2.335211817937075551e+00,5.505892627196962508e+01
2.993056500663941577e+00,6.772989071754244605e+01
2.714364334746170115e+00,6.121739729027972032e+01
2.752216661698809741e+00,6.450672777110855804e+01
2.842608201776466004e+00,6.405062254167854974e+01
2.249049451838002422e+00,5.299108737317232709e+01
2.832257441441560886e+00,6.498140233411318434e+01
2.096923543271068446e+00,5.029703457671816125e+01
2.053836462411933628e+00,5.107102896107490864e+01
3.612560166264822570e+00,7.820117977204226634e+01
3.227657704790606541e+00,7.150875948853057196e+01
3.163862123554304517e+00,7.166133070144668693e+01
1.600707843208937886e+00,3.970016127838691489e+01
3.064517845521124162e+00,6.780597294947212106e+01
3.110686213959800384e+00,6.713816421990384242e+01
3.045873097494244952e+00,6.598193558721139595e+01
3.968053235882076812e+00,8.133569970951072037e+01
2.604969526797451085e+00,6.030228602585740560e+01
4.023574777928166313e+00,8.431108425079727908e+01
3.454893046373542997e+00,7.301548301882067449e+01
3.815154143729182046e+00,8.133961174377880354e+01
3.019609970856052872e+00,6.804426621318673085e+01
3.018693937012471462e+00,6.623617244292427131e+01
3.042643293616575928e+00,6.792365356465768400e+01
2.027611082465669678e+00,4.974399150769596645e+01
3.524207615003672966e+00,7.644960648677631809e+01
1.965114179100739378e+00,4.817537826678641721e+01
2.356682134931338268e+00,5.555498065957973353e+01
3.316741872464417540e+00,6.934555562100582904e+01
2.982846715293214324e+00,6.728145069246480148e+01
3.272922331325188505e+00,6.936963363669644878e+01
5.333991138310000935e+00,1.042462785922745780e+02
4.051038960796516264e+00,8.410552383930374276e+01
2.115442052906955528e+00,5.184919331104396889e+01
4.379394084702670220e+00,8.915921038861263526e+01
3.996596049683290630e+00,8.376809961516396186e+01
2.383724067582174921e+00,5.494064814416223186e+01
2.212094657004979759e+00,5.348404923886929652e+01
2.738227019522696537e+00,6.150560427075491532e+01
2.143112176248735512e+00,5.050823154934987258e+01
