x,y
3.584714740694397772e+00,2.984148969424894204e+01
4.840595208635653179e+00,4.334834475998940917e+01
5.730114230388648977e+00,5.724784610018391362e+01
3.565713541360722161e+00,2.921046345625561358e+01
7.878460447000324329e+00,9.333911962746851998e+01
7.201033754331698233e+00,8.073524664138906815e+01
6.076152591467531394e+00,6.142719705972286448e+01
7.480027688287475662e+00,8.740720904350806109e+01
6.002229418358458801e+00,6.018694864408060141e+01
5.463769630258744847e+00,5.455112553204569537e+01
5.319491796843303533e+00,5.224398320092898729e+01
6.889357136468676757e+00,7.673870592240660926e+01
5.546617837547775487e+00,5.257261996716307095e+01
5.714706071130748022e+00,5.820110984893607053e+01
6.807799371706402702e+00,7.542442191228977322e+01
4.832366786667366299e+00,4.418072776102273025e+01
5.304440010344550593e+00,5.185791651984316530e+01
5.760360285875456121e+00,5.807545474421399945e+01
7.223793903079611667e+00,8.132443129979402840e+01
6.317078805604759317e+00,6.481812403813000856e+01
5.491535382421076861e+00,5.361823998605382258e+01
6.853226061746778619e+00,7.477990220948562694e+01
7.080096169243585535e+00,7.837421304350911555e+01
5.650204038376388738e+00,5.612856952075591010e+01
6.943492386051681287e+00,7.685720864298276922e+01
5.803718540868476161e+00,5.828853733776082180e+01
5.718143147781537650e+00,5.710746147325997413e+01
5.332145453410890745e+00,5.073936803269447182e+01
5.500266742374523510e+00,5.511018232950918616e+01
6.329517935042431098e+00,6.666130074937397865e+01
5.826065001151184752e+00,5.866872256029776622e+01
5.996720615003068744e+00,6.146339986116367982e+01
6.205790750472095496e+00,6.615638193921805055e+01
4.893231741626796527e+00,4.527983109657515115e+01
6.543040075765999219e+00,7.225270425088820048e+01
6.287772641962112274e+00,6.480594339535662129e+01
5.273577062496944023e+00,4.964981888336132698e+01
6.527131860913864436e+00,7.170997617296164606e+01
5.093045157684742641e+00,4.961854719443258688e+01
5.933641995236167865e+00,6.063800107216633961e+01
7.239086948117905429e+00,8.270006510287487345e+01
7.253671283471094355e+00,8.303408030104907311e+01
5.646919885068876432e+00,5.531507384760792689e+01
7.432412520564528613e+00,8.612552698975960652e+01
7.219688638743214426e+00,8.195465350444857222e+01
5.430732640190640836e+00,5.190736454988385873e+01
5.937244702485671155e+00,6.031703443710019741e+01
6.424278987871012703e+00,6.880780275450260319e+01
5.409475719916016168e+00,5.399455567380102394e+01
6.455480496159299086e+00,6.779239740432817030e+01
8.856430220504933004e+00,1.138282851141290735e+02
5.555996694353636300e+00,5.291369103442960409e+01
7.143387904950332157e+00,8.044832294750153778e+01
6.028201673812851880e+00,6.213454779348612078e+01
4.973593224910220378e+00,4.621233442269918612e+01
5.947789143869846917e+00,6.095794423102630333e+01
6.362767947931882162e+00,6.919435470541939992e+01
6.814327535157607585e+00,7.441360926291622491e+01
5.546251587855131504e+00,5.549271303759991270e+01
6.992410939041661777e+00,7.868625081862607828e+01
6.583550399789142915e+00,7.201252784525296136e+01
6.149582488322562490e+00,6.104448627590409870e+01
6.398848632094218836e+00,6.974650837952317772e+01
6.508435792191302305e+00,6.956932915344999913e+01
6.264970113388082851e+00,6.588806551928405497e+01
6.226461362217517781e+00,6.544710542621589866e+01
7.590325833085881158e+00,8.865591225383207075e+01
6.003270001923445065e+00,6.044175695707213691e+01
6.476957977446881287e+00,6.713723792315526850e+01
4.720390567796410863e+00,4.035921714383333381e+01
